loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status,age_group,income_segment,loan_amount_segment,interest_rate_segment,loan_to_income_segment,credit_history_segment,employment_length_segment,grade_risk_score,interest_risk_score,dti_risk_score,previous_default_risk_score,income_risk_score,risk_score,risk_level
26521,27,39600,Rent,4.0,Debtconsolidation,A,2000,7.9,0,0.05,N,6,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,4-5 Years,5,5,5,0,0,15,Low Risk
26522,27,110000,Mortgage,11.0,Homeimprovement,A,3600,6.03,0,0.03,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,10+ Years,5,5,5,0,0,15,Low Risk
26523,28,33000,Rent,10.0,Personal,A,15000,7.49,1,0.45,N,6,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Short History,6-10 Years,5,5,20,0,0,30,Medium Risk
26524,29,110000,Mortgage,6.0,Medical,B,5000,9.91,0,0.05,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Medium History,6-10 Years,10,5,5,0,0,20,Low Risk
26525,35,110000,Mortgage,7.0,Debtconsolidation,B,9000,11.71,0,0.08,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,6-10 Years,10,5,5,0,0,20,Low Risk
26526,27,110000,Mortgage,0.0,Education,A,16000,7.9,0,0.15,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26527,27,33600,Rent,11.0,Debtconsolidation,A,15000,5.79,1,0.45,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,10+ Years,5,5,20,0,0,30,Medium Risk
26528,28,110000,Mortgage,12.0,Medical,A,6000,6.03,0,0.05,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Short History,10+ Years,5,5,5,0,0,15,Low Risk
26529,28,110000,Mortgage,0.0,Homeimprovement,B,6000,10.65,0,0.05,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,0-1 Years,10,5,5,0,0,20,Low Risk
26530,34,110000,Own,9.0,Homeimprovement,B,20000,10.99,0,0.18,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Low DTI,Medium History,6-10 Years,10,5,5,0,0,20,Low Risk
26531,27,40800,Rent,3.0,Venture,A,2000,7.49,0,0.05,N,9,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26532,27,41000,Rent,2.0,Debtconsolidation,C,2000,15.27,0,0.05,Y,7,Non-Default,Previous Default,26-35,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,2-3 Years,20,10,5,15,0,50,Medium Risk
26533,33,42000,Rent,0.0,Debtconsolidation,C,2000,14.65,0,0.05,N,10,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,0-1 Years,20,10,5,0,0,35,Medium Risk
26534,28,110000,Mortgage,12.0,Venture,A,17000,6.03,0,0.15,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26535,30,110000,Mortgage,14.0,Venture,B,10000,10.65,0,0.09,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26536,28,110000,Mortgage,12.0,Personal,B,22400,10.99,0,0.2,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Low DTI,Short History,10+ Years,10,5,10,0,0,25,Low Risk
26537,30,110000,Mortgage,12.0,Medical,B,5000,10.99,0,0.05,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26538,35,110000,Mortgage,7.0,Education,A,10200,5.42,0,0.09,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
26539,28,42000,Rent,3.0,Debtconsolidation,B,2000,11.49,0,0.05,N,5,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,2-3 Years,10,5,5,0,0,20,Low Risk
26540,32,110000,Mortgage,5.0,Education,B,10000,10.99,0,0.09,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,4-5 Years,10,5,5,0,0,20,Low Risk
26541,33,42000,Rent,8.0,Medical,D,2000,15.31,0,0.05,Y,9,Non-Default,Previous Default,26-35,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,6-10 Years,35,10,5,15,0,65,High Risk
26542,30,98000,Mortgage,14.0,Education,B,9000,11.49,1,0.09,N,5,Default,No Previous Default,26-35,Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,10+ Years,10,5,5,0,0,20,Low Risk
26543,30,98000,Mortgage,6.0,Homeimprovement,B,35000,10.59,1,0.36,N,8,Default,No Previous Default,26-35,Mid Income,Very Large Loan,Low Rate,High DTI,Medium History,6-10 Years,10,5,20,0,0,35,Medium Risk
26544,30,110000,Mortgage,8.0,Medical,A,4800,5.99,0,0.04,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
26545,30,98000,Mortgage,3.0,Debtconsolidation,D,5200,16.49,1,0.05,N,6,Default,No Previous Default,26-35,Mid Income,Small Loan,High Rate,Very Low DTI,Short History,2-3 Years,35,15,5,0,0,55,High Risk
26546,31,110000,Mortgage,4.0,Debtconsolidation,B,6000,11.99,0,0.05,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,4-5 Years,10,5,5,0,0,20,Low Risk
26547,29,98000,Mortgage,2.0,Homeimprovement,B,7925,10.59,1,0.08,N,9,Default,No Previous Default,26-35,Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,2-3 Years,10,5,5,0,0,20,Low Risk
26548,27,110000,Mortgage,5.0,Debtconsolidation,A,15000,7.49,0,0.14,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Low DTI,Medium History,4-5 Years,5,5,5,0,0,15,Low Risk
26549,33,110000,Mortgage,10.0,Medical,A,18000,6.99,0,0.16,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Low DTI,Medium History,6-10 Years,5,5,5,0,0,15,Low Risk
26550,30,44000,Rent,0.0,Medical,A,2000,7.29,0,0.05,N,8,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26551,31,83300,Mortgage,9.0,Medical,D,10000,15.31,1,0.1,Y,5,Default,Previous Default,26-35,Mid Income,Small Loan,Medium Rate,Very Low DTI,Short History,6-10 Years,35,10,5,15,0,65,High Risk
26552,30,110000,Mortgage,0.0,Personal,B,12000,10.74,0,0.11,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,0-1 Years,10,5,5,0,0,20,Low Risk
26553,34,110000,Mortgage,2.0,Medical,A,10000,7.29,0,0.09,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26554,27,110000,Mortgage,8.0,Venture,B,30000,11.11,0,0.27,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Large Loan,Low Rate,Medium DTI,Short History,6-10 Years,10,5,10,0,0,25,Low Risk
26555,32,110000,Mortgage,2.0,Venture,B,5600,10.74,0,0.05,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,2-3 Years,10,5,5,0,0,20,Low Risk
26556,27,28800,Own,0.0,Homeimprovement,A,13000,6.92,0,0.45,N,10,Non-Default,No Previous Default,26-35,Low Income,Medium Loan,Very Low Rate,High DTI,Medium History,0-1 Years,5,5,20,0,10,40,Medium Risk
26557,32,110000,Mortgage,16.0,Homeimprovement,A,6700,6.92,0,0.06,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26558,30,110000,Mortgage,0.0,Medical,A,6000,6.92,0,0.05,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26559,28,110000,Own,1.0,Homeimprovement,E,5000,17.51,0,0.05,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,High Rate,Very Low DTI,Medium History,0-1 Years,50,15,5,0,0,70,High Risk
26560,27,110000,Mortgage,0.0,Medical,B,10000,10.37,0,0.09,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,0-1 Years,10,5,5,0,0,20,Low Risk
26561,28,110000,Mortgage,3.0,Venture,A,11000,5.79,0,0.1,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26562,28,110000,Mortgage,12.0,Venture,B,15000,10.0,0,0.14,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26563,29,110000,Mortgage,11.0,Venture,B,12000,10.37,0,0.11,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26564,30,110000,Mortgage,4.0,Medical,B,12000,10.74,0,0.11,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,4-5 Years,10,5,5,0,0,20,Low Risk
26565,30,110000,Mortgage,14.0,Debtconsolidation,B,25000,10.36,0,0.23,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Medium DTI,Medium History,10+ Years,10,5,10,0,0,25,Low Risk
26566,30,46080,Rent,0.0,Personal,A,2000,6.99,0,0.04,N,8,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26567,28,110000,Mortgage,8.0,Homeimprovement,A,15000,6.54,0,0.14,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
26568,33,46800,Rent,9.0,Medical,C,2000,14.65,0,0.04,N,6,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,6-10 Years,20,10,5,0,0,35,Medium Risk
26569,32,110000,Mortgage,3.0,Medical,A,9200,5.79,0,0.08,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26570,27,110000,Mortgage,3.0,Debtconsolidation,B,25000,10.99,0,0.23,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Medium DTI,Short History,2-3 Years,10,5,10,0,0,25,Low Risk
26571,29,47340,Rent,5.0,Debtconsolidation,B,2000,9.99,0,0.04,N,6,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,4-5 Years,10,5,5,0,0,20,Low Risk
26572,33,110000,Mortgage,2.0,Medical,A,5000,7.51,0,0.05,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26573,27,110000,Own,0.0,Venture,D,25000,16.32,0,0.23,Y,7,Non-Default,Previous Default,26-35,Upper-Mid Income,Large Loan,High Rate,Medium DTI,Medium History,0-1 Years,35,15,10,15,0,75,High Risk
26574,30,110000,Mortgage,5.0,Venture,B,25000,11.12,0,0.23,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Medium DTI,Medium History,4-5 Years,10,5,10,0,0,25,Low Risk
26575,28,110000,Mortgage,12.0,Homeimprovement,B,3500,11.49,0,0.03,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26576,31,48000,Rent,11.0,Medical,B,2000,10.65,0,0.04,N,6,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,10+ Years,10,5,5,0,0,20,Low Risk
26577,32,42000,Rent,0.0,Education,D,2000,15.62,1,0.05,N,6,Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,35,10,5,0,0,50,Medium Risk
26578,29,110000,Mortgage,1.0,Education,E,12800,16.82,0,0.12,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,High Rate,Low DTI,Short History,0-1 Years,50,15,5,0,0,70,High Risk
26579,28,110000,Mortgage,7.0,Homeimprovement,B,10750,11.86,0,0.1,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Very Low DTI,Medium History,6-10 Years,10,5,5,0,0,20,Low Risk
26580,30,110000,Mortgage,15.0,Personal,C,12000,13.61,0,0.11,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Low DTI,Medium History,10+ Years,20,10,5,0,0,35,Medium Risk
26581,28,110000,Mortgage,12.0,Debtconsolidation,A,4800,7.51,0,0.04,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26582,28,42000,Rent,4.0,Debtconsolidation,D,2000,14.96,1,0.05,Y,6,Default,Previous Default,26-35,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,35,10,5,15,0,65,High Risk
26583,28,48000,Rent,9.0,Education,A,2000,7.68,0,0.04,N,7,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,6-10 Years,5,5,5,0,0,15,Low Risk
26584,29,110000,Mortgage,0.0,Education,A,8500,7.51,0,0.08,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26585,35,110000,Mortgage,7.0,Venture,B,6000,10.99,0,0.05,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,6-10 Years,10,5,5,0,0,20,Low Risk
26586,27,83300,Mortgage,3.0,Medical,D,12000,15.21,1,0.12,N,6,Default,No Previous Default,26-35,Mid Income,Medium Loan,Medium Rate,Low DTI,Short History,2-3 Years,35,10,5,0,0,50,Medium Risk
26587,27,48192,Rent,12.0,Debtconsolidation,A,2000,7.66,0,0.04,N,9,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26588,27,50000,Rent,0.0,Venture,B,2000,10.99,0,0.04,N,5,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,0-1 Years,10,5,5,0,0,20,Low Risk
26589,30,50000,Rent,2.0,Venture,C,2000,14.79,0,0.04,N,10,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,2-3 Years,20,10,5,0,0,35,Medium Risk
26590,27,44000,Rent,2.0,Medical,B,2000,11.49,1,0.05,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Medium History,2-3 Years,10,5,5,0,0,20,Low Risk
26591,33,110000,Mortgage,7.0,Medical,B,23800,10.25,0,0.22,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Medium DTI,Short History,6-10 Years,10,5,10,0,0,25,Low Risk
26592,34,50000,Rent,5.0,Homeimprovement,B,2000,11.48,0,0.04,N,5,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,4-5 Years,10,5,5,0,0,20,Low Risk
26593,32,110000,Mortgage,0.0,Venture,B,23000,11.48,0,0.21,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Medium DTI,Medium History,0-1 Years,10,5,10,0,0,25,Low Risk
26594,35,110000,Mortgage,3.0,Homeimprovement,A,10000,8.59,0,0.09,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,2-3 Years,5,5,5,0,0,15,Low Risk
26595,31,110000,Mortgage,0.0,Homeimprovement,C,5000,14.26,0,0.05,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,0-1 Years,20,10,5,0,0,35,Medium Risk
26596,30,110000,Own,14.0,Venture,C,12000,13.57,0,0.11,Y,7,Non-Default,Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Low DTI,Medium History,10+ Years,20,10,5,15,0,50,Medium Risk
26597,32,110000,Own,16.0,Education,B,9000,11.48,0,0.08,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26598,31,34000,Rent,9.0,Venture,B,15000,9.88,1,0.44,N,6,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Short History,6-10 Years,10,5,20,0,0,35,Medium Risk
26599,27,110000,Mortgage,3.0,Medical,A,4800,7.74,0,0.04,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26600,28,110000,Mortgage,1.0,Education,A,12000,8.94,0,0.11,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26601,29,35000,Rent,1.0,Venture,A,15000,7.9,1,0.43,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,0-1 Years,5,5,20,0,0,30,Medium Risk
26602,31,110000,Mortgage,5.0,Venture,D,5000,14.96,0,0.05,Y,9,Non-Default,Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,4-5 Years,35,10,5,15,0,65,High Risk
26603,34,35000,Rent,2.0,Personal,B,15000,10.99,1,0.43,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,2-3 Years,10,5,20,0,0,35,Medium Risk
26604,29,110000,Mortgage,0.0,Venture,A,15000,8.94,0,0.14,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26605,31,35000,Rent,4.0,Medical,C,15000,13.11,1,0.43,N,9,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Medium History,4-5 Years,20,10,20,0,0,50,Medium Risk
26606,31,110000,Mortgage,2.0,Medical,A,6000,7.4,0,0.05,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Short History,2-3 Years,5,5,5,0,0,15,Low Risk
26607,29,35000,Rent,4.0,Debtconsolidation,C,15000,13.22,1,0.43,N,5,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Short History,4-5 Years,20,10,20,0,0,50,Medium Risk
26608,28,110000,Mortgage,0.0,Venture,E,15000,16.32,0,0.14,Y,5,Non-Default,Previous Default,26-35,Upper-Mid Income,Medium Loan,High Rate,Low DTI,Short History,0-1 Years,50,15,5,15,0,85,Very High Risk
26609,28,110000,Mortgage,12.0,Personal,A,5000,9.63,0,0.05,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26610,29,83300,Mortgage,5.0,Medical,E,5000,16.95,1,0.05,Y,6,Default,Previous Default,26-35,Mid Income,Very Small Loan,High Rate,Very Low DTI,Short History,4-5 Years,50,15,5,15,0,85,Very High Risk
26611,32,98000,Mortgage,16.0,Debtconsolidation,B,15000,10.95,1,0.15,N,5,Default,No Previous Default,26-35,Mid Income,Medium Loan,Low Rate,Low DTI,Short History,10+ Years,10,5,5,0,0,20,Low Risk
26612,35,110000,Mortgage,4.0,Medical,C,4000,13.79,0,0.04,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
26613,29,30000,Rent,1.0,Debtconsolidation,E,15000,16.4,1,0.5,N,10,Default,No Previous Default,26-35,Low Income,Medium Loan,High Rate,High DTI,Medium History,0-1 Years,50,15,25,0,0,90,Very High Risk
26614,34,110000,Mortgage,15.0,Education,B,6000,9.45,0,0.05,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,10+ Years,10,5,5,0,0,20,Low Risk
26615,31,110000,Mortgage,2.0,Debtconsolidation,B,6000,9.51,0,0.05,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,2-3 Years,10,5,5,0,0,20,Low Risk
26616,27,110000,Mortgage,4.0,Personal,A,2500,8.07,0,0.02,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,4-5 Years,5,5,5,0,0,15,Low Risk
26617,28,110004,Mortgage,2.0,Homeimprovement,B,15000,10.99,0,0.14,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Short History,2-3 Years,10,5,5,0,0,20,Low Risk
26618,29,110004,Mortgage,13.0,Medical,B,12000,10.36,0,0.11,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Short History,10+ Years,10,5,5,0,0,20,Low Risk
26619,27,110004,Mortgage,5.0,Personal,C,25000,12.73,0,0.23,Y,6,Non-Default,Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Medium DTI,Short History,4-5 Years,20,10,10,15,0,55,High Risk
26620,33,110004,Mortgage,15.0,Medical,B,12000,10.99,0,0.11,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26621,28,110244,Mortgage,3.0,Homeimprovement,D,18000,12.17,0,0.16,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,2-3 Years,35,10,5,0,0,50,Medium Risk
26622,28,30144,Rent,4.0,Education,D,15000,15.95,1,0.5,Y,7,Default,Previous Default,26-35,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Medium History,4-5 Years,35,10,25,15,0,85,Very High Risk
26623,33,36700,Rent,7.0,Personal,B,15000,11.14,1,0.41,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,6-10 Years,10,5,20,0,0,35,Medium Risk
26624,32,37000,Rent,1.0,Medical,B,15000,9.62,1,0.41,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,0-1 Years,10,5,20,0,0,35,Medium Risk
26625,32,110888,Mortgage,0.0,Medical,B,10400,9.91,0,0.09,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Very Low DTI,Short History,0-1 Years,10,5,5,0,0,20,Low Risk
26626,32,37000,Rent,0.0,Venture,B,15000,10.62,1,0.41,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,0-1 Years,10,5,20,0,0,35,Medium Risk
26627,31,111000,Mortgage,3.0,Homeimprovement,A,5150,6.62,0,0.05,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Short History,2-3 Years,5,5,5,0,0,15,Low Risk
26628,29,37200,Rent,1.0,Medical,A,15000,6.03,1,0.4,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,0-1 Years,5,5,20,0,0,30,Medium Risk
26629,27,37440,Rent,5.0,Personal,A,15000,7.9,1,0.4,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,4-5 Years,5,5,20,0,0,30,Medium Risk
26630,30,37600,Rent,2.0,Medical,C,15000,13.06,1,0.4,Y,7,Default,Previous Default,26-35,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Medium History,2-3 Years,20,10,20,15,0,65,High Risk
26631,30,28000,Own,14.0,Medical,B,14400,12.18,0,0.51,N,5,Non-Default,No Previous Default,26-35,Low Income,Medium Loan,Medium Rate,Very High DTI,Short History,10+ Years,10,10,25,0,10,55,High Risk
26632,29,111740,Mortgage,4.0,Personal,C,5000,14.27,0,0.04,Y,6,Non-Default,Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,20,10,5,15,0,50,Medium Risk
26633,29,38000,Rent,13.0,Debtconsolidation,A,15000,6.91,1,0.39,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,10+ Years,5,5,20,0,0,30,Medium Risk
26634,34,111996,Mortgage,11.0,Debtconsolidation,A,3000,7.74,0,0.03,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26635,27,38004,Rent,5.0,Education,C,15000,12.73,1,0.39,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Medium History,4-5 Years,20,10,20,0,0,50,Medium Risk
26636,33,38016,Rent,10.0,Education,A,15000,6.17,1,0.39,N,9,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,6-10 Years,5,5,20,0,0,30,Medium Risk
26637,27,112000,Mortgage,12.0,Education,C,15000,13.49,0,0.13,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Low DTI,Medium History,10+ Years,20,10,5,0,0,35,Medium Risk
