loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status
25654,28,90000,Mortgage,5.0,Venture,D,13600,16.32,0,0.15,Y,7,Non-Default,Previous Default
25655,31,46080,Rent,3.0,Medical,E,2800,17.56,0,0.06,N,10,Non-Default,No Previous Default
25656,32,90000,Mortgage,2.0,Personal,B,25000,11.36,0,0.28,N,9,Non-Default,No Previous Default
25657,28,47000,Rent,4.0,Personal,A,2800,6.99,0,0.06,N,7,Non-Default,No Previous Default
25658,30,90000,Mortgage,10.0,Personal,A,5000,6.76,0,0.06,N,5,Non-Default,No Previous Default
25659,34,90000,Mortgage,5.0,Personal,B,24250,10.62,0,0.27,N,7,Non-Default,No Previous Default
25660,27,48000,Rent,4.0,Medical,A,2800,7.49,0,0.06,N,5,Non-Default,No Previous Default
25661,27,90000,Mortgage,6.0,Medical,B,5500,10.25,0,0.06,N,9,Non-Default,No Previous Default
25662,33,49548,Rent,6.0,Debtconsolidation,C,2800,12.84,0,0.06,Y,5,Non-Default,Previous Default
25663,28,78000,Mortgage,4.0,Homeimprovement,B,24000,10.25,1,0.31,N,8,Default,No Previous Default
25664,27,66300,Mortgage,0.0,Medical,E,20000,17.56,1,0.26,N,8,Default,No Previous Default
25665,28,90000,Mortgage,12.0,Education,B,21000,11.36,0,0.23,N,8,Non-Default,No Previous Default
25666,31,90000,Mortgage,3.0,Homeimprovement,C,12000,13.48,0,0.13,N,10,Non-Default,No Previous Default
25667,29,35000,Own,11.0,Medical,C,4200,12.99,0,0.12,Y,7,Non-Default,Previous Default
25668,34,50000,Rent,2.0,Medical,B,2800,11.86,0,0.06,N,8,Non-Default,No Previous Default
25669,27,90000,Mortgage,5.0,Venture,C,12000,12.73,0,0.13,N,9,Non-Default,No Previous Default
25670,27,35000,Own,2.0,Homeimprovement,B,6000,11.99,0,0.17,N,10,Non-Default,No Previous Default
25671,27,58800,Rent,6.0,Homeimprovement,B,2800,12.69,1,0.05,N,10,Default,No Previous Default
25672,34,35000,Own,2.0,Education,C,2000,13.99,0,0.06,N,8,Non-Default,No Previous Default
25673,27,67000,Rent,1.0,Debtconsolidation,C,2800,13.04,0,0.04,N,10,Non-Default,No Previous Default
25674,28,90000,Mortgage,7.0,Homeimprovement,E,17600,16.35,0,0.2,Y,5,Non-Default,Previous Default
25675,33,90000,Mortgage,0.0,Homeimprovement,B,8000,12.53,0,0.09,N,7,Non-Default,No Previous Default
25676,30,90000,Mortgage,0.0,Homeimprovement,C,5000,12.87,0,0.06,Y,10,Non-Default,Previous Default
25677,33,90000,Mortgage,5.0,Venture,A,4200,8.94,0,0.05,N,5,Non-Default,No Previous Default
25678,31,78000,Mortgage,0.0,Education,A,5000,7.49,1,0.06,N,5,Default,No Previous Default
25679,28,90000,Own,7.0,Medical,C,8400,12.87,0,0.09,N,8,Non-Default,No Previous Default
25680,28,90000,Mortgage,12.0,Homeimprovement,C,12000,13.92,0,0.13,N,6,Non-Default,No Previous Default
25681,27,90000,Mortgage,11.0,Personal,A,10000,8.94,0,0.11,N,7,Non-Default,No Previous Default
25682,27,90000,Mortgage,4.0,Personal,A,15000,7.49,0,0.17,N,6,Non-Default,No Previous Default
25683,28,78000,Mortgage,12.0,Homeimprovement,B,24000,11.83,1,0.31,N,7,Default,No Previous Default
25684,29,16800,Rent,9.0,Homeimprovement,D,2750,14.84,1,0.16,Y,10,Default,Previous Default
25685,27,90000,Mortgage,5.0,Venture,D,20500,14.96,0,0.23,Y,8,Non-Default,Previous Default
25686,30,37000,Rent,0.0,Medical,B,2750,9.99,0,0.07,N,5,Non-Default,No Previous Default
25687,30,57120,Rent,3.0,Debtconsolidation,B,2750,10.37,0,0.05,N,5,Non-Default,No Previous Default
25688,31,78000,Mortgage,1.0,Homeimprovement,C,20000,14.26,1,0.26,Y,10,Default,Previous Default
25689,27,90000,Mortgage,2.0,Personal,E,20000,16.7,0,0.22,N,9,Non-Default,No Previous Default
25690,35,18200,Rent,4.0,Medical,B,2725,10.99,0,0.15,N,8,Non-Default,No Previous Default
25691,29,27000,Rent,2.0,Education,B,2725,9.63,0,0.1,N,6,Non-Default,No Previous Default
25692,33,44000,Rent,3.0,Homeimprovement,B,2725,12.18,1,0.06,N,7,Default,No Previous Default
25693,29,52000,Rent,2.0,Education,C,2725,11.66,0,0.05,N,8,Non-Default,No Previous Default
25694,29,90000,Mortgage,13.0,Venture,B,10000,12.21,0,0.11,N,10,Non-Default,No Previous Default
25695,30,15000,Rent,6.0,Education,B,2700,12.69,1,0.18,N,5,Default,No Previous Default
25696,32,90000,Mortgage,8.0,Homeimprovement,B,25000,11.58,0,0.28,N,6,Non-Default,No Previous Default
25697,30,90000,Mortgage,3.0,Education,B,13000,11.89,0,0.14,N,10,Non-Default,No Previous Default
25698,31,90000,Mortgage,15.0,Education,C,10000,12.53,0,0.11,N,8,Non-Default,No Previous Default
25699,30,15000,Rent,4.0,Homeimprovement,A,2700,7.29,1,0.18,N,5,Default,No Previous Default
25700,35,90000,Mortgage,9.0,Homeimprovement,C,20000,12.53,0,0.22,N,5,Non-Default,No Previous Default
25701,28,66300,Mortgage,11.0,Medical,D,12000,14.11,1,0.15,N,6,Default,No Previous Default
25702,28,78000,Mortgage,11.0,Debtconsolidation,E,12000,16.95,1,0.15,Y,7,Default,Previous Default
25703,33,18000,Rent,0.0,Venture,C,2700,12.61,0,0.15,Y,9,Non-Default,Previous Default
25704,28,90000,Mortgage,9.0,Debtconsolidation,A,4000,8.0,0,0.04,N,6,Non-Default,No Previous Default
25705,29,78000,Mortgage,7.0,Homeimprovement,A,18000,9.38,1,0.23,N,6,Default,No Previous Default
25706,30,90000,Mortgage,5.0,Personal,B,7500,10.71,0,0.08,N,5,Non-Default,No Previous Default
25707,30,90000,Mortgage,8.0,Education,E,20000,14.82,0,0.22,Y,8,Non-Default,Previous Default
25708,30,90000,Mortgage,7.0,Education,A,10000,8.63,0,0.11,N,5,Non-Default,No Previous Default
25709,28,90000,Mortgage,7.0,Education,A,12000,8.32,0,0.13,N,8,Non-Default,No Previous Default
25710,33,90000,Mortgage,5.0,Education,C,22000,11.03,0,0.24,N,5,Non-Default,No Previous Default
25711,31,35004,Rent,2.0,Education,C,2700,13.49,0,0.08,N,5,Non-Default,No Previous Default
25712,29,40560,Rent,4.0,Education,B,2700,10.0,0,0.07,N,8,Non-Default,No Previous Default
25713,28,90080,Mortgage,9.0,Medical,A,5500,7.49,0,0.06,N,7,Non-Default,No Previous Default
25714,30,78111,Mortgage,5.0,Personal,A,25000,7.51,1,0.32,N,7,Default,No Previous Default
25715,29,40800,Rent,4.0,Venture,B,2700,11.71,0,0.07,N,7,Non-Default,No Previous Default
25716,27,78300,Mortgage,11.0,Homeimprovement,B,9000,10.99,1,0.11,N,5,Default,No Previous Default
25717,32,90301,Mortgage,2.0,Venture,C,15000,13.47,0,0.17,Y,6,Non-Default,Previous Default
25718,31,78305,Mortgage,8.0,Personal,D,10000,14.59,1,0.13,Y,7,Default,Previous Default
25719,31,90400,Mortgage,9.0,Medical,B,9500,10.37,0,0.11,N,6,Non-Default,No Previous Default
25720,27,45000,Rent,2.0,Personal,B,2700,9.91,0,0.06,N,6,Non-Default,No Previous Default
25721,28,90522,Mortgage,4.0,Debtconsolidation,A,12000,6.91,0,0.13,N,9,Non-Default,No Previous Default
25722,34,90636,Mortgage,4.0,Education,C,17000,13.85,0,0.19,Y,5,Non-Default,Previous Default
25723,28,90700,Mortgage,11.0,Homeimprovement,A,20000,6.91,0,0.22,N,8,Non-Default,No Previous Default
25724,28,90722,Mortgage,7.0,Homeimprovement,B,18000,10.99,0,0.2,N,5,Non-Default,No Previous Default
25725,30,90722,Mortgage,6.0,Venture,A,10000,6.91,0,0.11,N,8,Non-Default,No Previous Default
25726,30,91000,Mortgage,9.0,Debtconsolidation,B,18500,12.42,0,0.2,N,7,Non-Default,No Previous Default
25727,30,91000,Mortgage,7.0,Education,A,33950,7.9,0,0.37,N,7,Non-Default,No Previous Default
25728,30,91000,Mortgage,14.0,Venture,B,13600,12.42,0,0.15,N,7,Non-Default,No Previous Default
25729,27,91000,Mortgage,2.0,Personal,A,11525,7.49,0,0.13,N,7,Non-Default,No Previous Default
25730,28,91000,Own,11.0,Venture,A,7000,6.99,0,0.08,N,6,Non-Default,No Previous Default
25731,35,91000,Own,6.0,Venture,B,5600,10.99,0,0.06,N,8,Non-Default,No Previous Default
25732,27,91000,Mortgage,2.0,Homeimprovement,A,3000,5.99,0,0.03,N,8,Non-Default,No Previous Default
25733,31,10000,Rent,15.0,Debtconsolidation,A,2650,7.4,1,0.27,N,9,Default,No Previous Default
25734,35,91000,Mortgage,14.0,Education,A,4000,7.29,0,0.04,N,9,Non-Default,No Previous Default
25735,28,91000,Mortgage,12.0,Medical,C,21000,13.35,0,0.23,Y,6,Non-Default,Previous Default
25736,34,91000,Mortgage,19.0,Venture,B,15000,10.99,0,0.16,N,10,Non-Default,No Previous Default
25737,28,48000,Rent,1.0,Venture,B,2650,11.26,0,0.06,N,6,Non-Default,No Previous Default
25738,27,91000,Mortgage,5.0,Debtconsolidation,A,14700,7.88,0,0.16,N,6,Non-Default,No Previous Default
25739,28,91000,Mortgage,6.0,Personal,B,15000,9.88,0,0.16,N,9,Non-Default,No Previous Default
25740,29,15000,Rent,4.0,Debtconsolidation,D,2600,16.29,1,0.17,N,10,Default,No Previous Default
25741,35,91000,Own,0.0,Education,A,10000,8.59,0,0.11,N,9,Non-Default,No Previous Default
25742,32,67150,Mortgage,4.0,Medical,D,13000,16.0,1,0.16,Y,6,Default,Previous Default
25743,29,91080,Mortgage,4.0,Homeimprovement,D,15600,15.7,0,0.17,N,9,Non-Default,No Previous Default
25744,31,28000,Rent,1.0,Medical,B,2600,10.08,0,0.09,N,7,Non-Default,No Previous Default
25745,29,91200,Mortgage,13.0,Personal,B,2000,11.49,0,0.02,N,8,Non-Default,No Previous Default
25746,30,79200,Mortgage,10.0,Education,A,9000,8.49,1,0.11,N,8,Default,No Previous Default
25747,27,30996,Rent,1.0,Homeimprovement,D,2600,14.74,1,0.08,N,5,Default,No Previous Default
25748,33,79200,Mortgage,3.0,Homeimprovement,D,25000,15.58,1,0.32,N,5,Default,No Previous Default
25749,28,32000,Rent,0.0,Debtconsolidation,C,2600,13.49,0,0.08,N,8,Non-Default,No Previous Default
25750,27,91224,Mortgage,6.0,Medical,A,15000,7.88,0,0.16,N,10,Non-Default,No Previous Default
25751,30,37000,Rent,2.0,Education,B,2600,9.25,0,0.07,N,7,Non-Default,No Previous Default
25752,33,91384,Mortgage,17.0,Education,B,1600,10.25,0,0.02,N,5,Non-Default,No Previous Default
25753,32,32000,Rent,1.0,Venture,E,2600,16.82,1,0.08,N,6,Default,No Previous Default
25754,28,34000,Rent,0.0,Personal,D,2600,15.62,1,0.08,N,9,Default,No Previous Default
25755,34,35000,Own,18.0,Venture,B,3000,10.62,0,0.09,N,8,Non-Default,No Previous Default
25756,35,40792,Rent,2.0,Venture,B,2600,12.53,0,0.06,N,9,Non-Default,No Previous Default
25757,29,91560,Mortgage,8.0,Debtconsolidation,A,22000,6.91,0,0.24,N,8,Non-Default,No Previous Default
25758,30,91644,Mortgage,14.0,Venture,C,5000,11.03,0,0.05,Y,7,Non-Default,Previous Default
25759,35,38420,Rent,0.0,Education,C,2575,15.96,1,0.07,Y,7,Default,Previous Default
25760,29,92000,Mortgage,2.0,Education,E,25000,19.42,0,0.27,N,8,Non-Default,No Previous Default
25761,31,92000,Mortgage,6.0,Venture,A,6000,7.49,0,0.07,N,8,Non-Default,No Previous Default
25762,27,25200,Rent,0.0,Venture,C,2550,14.27,0,0.1,N,5,Non-Default,No Previous Default
25763,29,92000,Mortgage,4.0,Homeimprovement,A,14000,6.03,0,0.15,N,8,Non-Default,No Previous Default
25764,29,35000,Own,0.0,Venture,C,10000,12.87,0,0.29,Y,8,Non-Default,Previous Default
25765,31,66000,Rent,9.0,Homeimprovement,B,2550,11.36,0,0.04,N,10,Non-Default,No Previous Default
25766,34,27000,Rent,3.0,Venture,B,2525,12.21,0,0.09,N,7,Non-Default,No Previous Default
25767,30,92000,Mortgage,9.0,Venture,A,5000,7.49,0,0.05,N,10,Non-Default,No Previous Default
25768,28,92000,Mortgage,0.0,Education,C,6000,13.48,0,0.07,N,7,Non-Default,No Previous Default
25769,31,40500,Rent,0.0,Medical,C,12500,13.61,1,0.31,N,7,Default,No Previous Default
25770,35,92000,Mortgage,11.0,Venture,A,12000,6.99,0,0.13,N,8,Non-Default,No Previous Default
25771,29,92000,Mortgage,3.0,Venture,B,24000,11.49,0,0.26,N,7,Non-Default,No Previous Default
25772,29,92000,Mortgage,8.0,Homeimprovement,A,12000,6.62,0,0.13,N,6,Non-Default,No Previous Default
25773,31,42096,Rent,15.0,Personal,B,12500,11.11,0,0.3,N,5,Non-Default,No Previous Default
25774,35,92000,Mortgage,19.0,Medical,A,14400,6.99,0,0.16,N,10,Non-Default,No Previous Default
25775,32,92000,Mortgage,1.0,Education,B,5000,10.99,0,0.05,N,8,Non-Default,No Previous Default
25776,31,92000,Mortgage,2.0,Homeimprovement,A,3500,5.79,0,0.04,N,6,Non-Default,No Previous Default
25777,29,92000,Mortgage,3.0,Homeimprovement,A,11200,7.49,0,0.12,N,5,Non-Default,No Previous Default
25778,34,14400,Rent,2.0,Personal,B,2500,10.0,1,0.17,N,5,Default,No Previous Default
25779,34,92000,Mortgage,14.0,Homeimprovement,B,16000,11.11,0,0.17,N,7,Non-Default,No Previous Default
25780,33,92000,Mortgage,8.0,Education,C,20000,13.06,0,0.22,N,10,Non-Default,No Previous Default
25781,33,92000,Mortgage,18.0,Personal,A,12000,5.79,0,0.13,N,5,Non-Default,No Previous Default
25782,28,92000,Mortgage,11.0,Education,F,25000,19.29,0,0.27,Y,9,Non-Default,Previous Default
25783,27,14400,Rent,3.0,Education,F,2500,18.3,1,0.17,N,7,Default,No Previous Default
25784,31,92000,Mortgage,10.0,Education,B,6000,11.86,0,0.07,N,9,Non-Default,No Previous Default
25785,28,92000,Mortgage,5.0,Venture,A,6000,6.76,0,0.07,N,9,Non-Default,No Previous Default
25786,34,92000,Mortgage,5.0,Medical,A,10000,7.51,0,0.11,N,10,Non-Default,No Previous Default
25787,28,68000,Mortgage,12.0,Medical,F,24500,18.3,1,0.31,Y,6,Default,Previous Default
25788,29,92000,Mortgage,6.0,Education,B,24000,10.99,0,0.26,N,6,Non-Default,No Previous Default
25789,27,92000,Mortgage,11.0,Education,B,18000,11.48,0,0.2,N,7,Non-Default,No Previous Default
25790,29,92000,Mortgage,8.0,Personal,B,10000,11.26,0,0.11,N,9,Non-Default,No Previous Default
25791,34,92000,Mortgage,1.0,Personal,A,9000,9.63,0,0.1,N,8,Non-Default,No Previous Default
25792,29,15889,Rent,4.0,Homeimprovement,A,2500,6.62,1,0.16,N,9,Default,No Previous Default
25793,28,16560,Rent,4.0,Personal,A,2500,6.99,0,0.15,N,10,Non-Default,No Previous Default
25794,32,17040,Rent,4.0,Education,A,2500,7.51,0,0.15,N,10,Non-Default,No Previous Default
25795,27,18000,Rent,2.0,Personal,D,2500,14.74,1,0.14,N,8,Default,No Previous Default
25796,29,92004,Mortgage,12.0,Venture,B,10000,9.63,0,0.11,N,6,Non-Default,No Previous Default
25797,31,19968,Rent,1.0,Education,B,2500,9.62,1,0.13,N,6,Default,No Previous Default
25798,28,92004,Mortgage,2.0,Venture,A,7000,9.63,0,0.08,N,8,Non-Default,No Previous Default
25799,29,92052,Mortgage,6.0,Homeimprovement,A,6500,7.49,0,0.07,N,9,Non-Default,No Previous Default
25800,31,20000,Rent,7.0,Education,C,2500,12.53,0,0.13,Y,10,Non-Default,Previous Default
25801,27,68255,Mortgage,6.0,Medical,E,17500,17.93,1,0.22,Y,10,Default,Previous Default
25802,27,92400,Mortgage,6.0,Homeimprovement,D,17500,15.31,0,0.19,Y,8,Non-Default,Previous Default
25803,28,34800,Own,1.0,Venture,C,10000,12.99,0,0.29,N,9,Non-Default,No Previous Default
25804,28,48000,Rent,12.0,Personal,D,12500,15.95,0,0.26,N,7,Non-Default,No Previous Default
25805,27,92508,Mortgage,11.0,Personal,A,13000,7.14,0,0.14,N,5,Non-Default,No Previous Default
25806,27,34800,Own,7.0,Homeimprovement,A,9500,7.51,0,0.27,N,10,Non-Default,No Previous Default
25807,29,92700,Mortgage,2.0,Venture,A,24000,6.91,0,0.26,N,8,Non-Default,No Previous Default
25808,28,92800,Mortgage,0.0,Medical,A,12500,9.63,0,0.13,N,9,Non-Default,No Previous Default
25809,28,58000,Rent,3.0,Education,B,12500,11.71,0,0.22,N,7,Non-Default,No Previous Default
25810,27,93000,Mortgage,11.0,Homeimprovement,A,7000,5.42,0,0.08,N,8,Non-Default,No Previous Default
25811,30,93000,Mortgage,11.0,Homeimprovement,C,18000,15.23,0,0.19,N,9,Non-Default,No Previous Default
25812,30,93000,Mortgage,6.0,Education,C,20000,13.49,0,0.22,N,10,Non-Default,No Previous Default
25813,29,34500,Own,7.0,Venture,A,20000,7.29,0,0.58,N,10,Non-Default,No Previous Default
25814,33,34500,Own,0.0,Personal,B,10000,9.63,0,0.29,N,7,Non-Default,No Previous Default
25815,32,93000,Mortgage,0.0,Debtconsolidation,A,10000,5.42,0,0.11,N,10,Non-Default,No Previous Default
25816,31,93000,Mortgage,10.0,Medical,A,3000,8.49,0,0.03,N,8,Non-Default,No Previous Default
25817,32,93000,Mortgage,9.0,Debtconsolidation,C,15000,12.99,0,0.16,N,10,Non-Default,No Previous Default
25818,32,93000,Mortgage,16.0,Venture,B,21000,10.74,0,0.23,N,10,Non-Default,No Previous Default
25819,29,81000,Mortgage,5.0,Debtconsolidation,E,12000,16.82,1,0.15,Y,9,Default,Previous Default
25820,33,93000,Mortgage,0.0,Debtconsolidation,A,13000,7.51,0,0.14,N,6,Non-Default,No Previous Default
25821,29,93000,Mortgage,9.0,Personal,E,20000,16.82,0,0.22,N,8,Non-Default,No Previous Default
25822,29,70004,Rent,0.0,Education,B,12500,8.88,0,0.18,N,7,Non-Default,No Previous Default
25823,31,93000,Own,4.0,Education,B,10000,10.99,0,0.11,N,6,Non-Default,No Previous Default
25824,27,93000,Mortgage,5.0,Debtconsolidation,C,16000,13.57,0,0.17,Y,10,Non-Default,Previous Default
25825,30,93000,Mortgage,14.0,Medical,B,22500,11.83,0,0.24,N,9,Non-Default,No Previous Default
25826,29,80000,Rent,5.0,Medical,B,12500,11.71,0,0.16,N,7,Non-Default,No Previous Default
25827,29,98850,Rent,6.0,Homeimprovement,A,12500,7.49,0,0.13,N,9,Non-Default,No Previous Default
25828,27,101877,Rent,9.0,Venture,B,12500,11.99,0,0.12,N,7,Non-Default,No Previous Default
25829,30,93132,Mortgage,10.0,Homeimprovement,A,2500,5.99,0,0.03,N,6,Non-Default,No Previous Default
25830,32,130000,Rent,0.0,Personal,B,12500,9.99,0,0.1,N,6,Non-Default,No Previous Default
25831,28,150000,Rent,1.0,Medical,C,12500,14.35,0,0.08,Y,8,Non-Default,Previous Default
25832,28,93600,Mortgage,4.0,Personal,A,35000,8.49,0,0.37,N,6,Non-Default,No Previous Default
25833,27,60000,Rent,6.0,Education,A,12650,7.49,0,0.21,N,9,Non-Default,No Previous Default
25834,27,93600,Mortgage,0.0,Homeimprovement,B,16000,11.58,0,0.17,N,5,Non-Default,No Previous Default
25835,28,54000,Rent,5.0,Debtconsolidation,B,12700,11.71,1,0.24,N,7,Default,No Previous Default
25836,30,94000,Mortgage,13.0,Education,C,10000,14.27,0,0.11,N,6,Non-Default,No Previous Default
25837,29,94000,Mortgage,13.0,Personal,A,30000,6.62,0,0.32,N,7,Non-Default,No Previous Default
25838,27,54000,Rent,1.0,Homeimprovement,F,12750,18.535,1,0.24,Y,7,Default,Previous Default
25839,29,94000,Mortgage,13.0,Medical,B,4800,10.99,0,0.05,N,5,Non-Default,No Previous Default
25840,35,94000,Mortgage,2.0,Homeimprovement,A,10000,7.49,0,0.11,N,9,Non-Default,No Previous Default
25841,27,35000,Rent,4.0,Education,B,12800,10.0,1,0.37,N,7,Default,No Previous Default
25842,30,30000,Rent,14.0,Medical,C,12800,14.79,1,0.43,Y,9,Default,Previous Default
25843,31,94000,Mortgage,15.0,Personal,A,3000,5.42,0,0.03,N,10,Non-Default,No Previous Default
25844,30,38000,Rent,0.0,Medical,A,12800,5.79,1,0.34,N,8,Default,No Previous Default
25845,34,94000,Mortgage,3.0,Medical,A,15000,6.54,0,0.16,N,5,Non-Default,No Previous Default
25846,35,94000,Mortgage,9.0,Venture,B,15000,9.88,0,0.16,N,10,Non-Default,No Previous Default
25847,29,94000,Mortgage,9.0,Personal,A,10000,7.51,0,0.11,N,7,Non-Default,No Previous Default
25848,27,44640,Rent,0.0,Medical,B,12800,11.83,0,0.29,N,9,Non-Default,No Previous Default
25849,35,46000,Rent,2.0,Personal,C,12800,13.48,0,0.28,Y,8,Non-Default,Previous Default
25850,30,94104,Own,15.0,Venture,C,14400,14.27,0,0.15,Y,7,Non-Default,Previous Default
25851,35,94500,Mortgage,0.0,Medical,A,12000,6.62,0,0.13,N,7,Non-Default,No Previous Default
25852,30,70125,Mortgage,2.0,Medical,D,25000,15.33,1,0.3,Y,9,Default,Previous Default
25853,27,94500,Mortgage,2.0,Personal,C,10000,14.26,0,0.11,N,5,Non-Default,No Previous Default
25854,27,94700,Mortgage,8.0,Education,A,8000,7.49,0,0.08,N,7,Non-Default,No Previous Default
25855,31,62000,Rent,2.0,Personal,B,12800,9.62,0,0.21,N,7,Non-Default,No Previous Default
25856,28,62000,Rent,2.0,Medical,C,12800,13.16,0,0.21,Y,5,Non-Default,Previous Default
25857,33,94896,Mortgage,2.0,Homeimprovement,B,3500,11.89,0,0.04,N,7,Non-Default,No Previous Default
25858,30,65000,Rent,11.0,Venture,D,12800,15.2,0,0.2,N,8,Non-Default,No Previous Default
25859,29,65000,Rent,1.0,Education,B,12800,9.45,0,0.2,N,10,Non-Default,No Previous Default
25860,28,70000,Rent,0.0,Debtconsolidation,C,12800,13.57,0,0.18,N,6,Non-Default,No Previous Default
25861,34,69000,Rent,0.0,Venture,D,12800,15.7,1,0.19,N,5,Default,No Previous Default
25862,32,75000,Rent,3.0,Venture,D,12800,14.74,0,0.17,Y,9,Non-Default,Previous Default
25863,27,80000,Rent,8.0,Homeimprovement,F,12800,18.67,0,0.16,Y,6,Non-Default,Previous Default
25864,32,85000,Rent,5.0,Medical,B,12800,10.75,0,0.15,N,7,Non-Default,No Previous Default
25865,27,104000,Rent,8.0,Personal,A,12800,7.29,0,0.12,N,7,Non-Default,No Previous Default
25866,28,95000,Mortgage,13.0,Venture,B,15000,9.91,0,0.16,N,7,Non-Default,No Previous Default
25867,28,95000,Mortgage,12.0,Homeimprovement,A,3500,6.03,0,0.04,N,7,Non-Default,No Previous Default
25868,29,95000,Mortgage,6.0,Venture,A,35000,7.9,0,0.37,N,8,Non-Default,No Previous Default
25869,31,95000,Mortgage,4.0,Homeimprovement,A,5000,6.03,0,0.05,N,5,Non-Default,No Previous Default
25870,28,95000,Own,3.0,Venture,B,4800,11.71,0,0.05,N,10,Non-Default,No Previous Default
25871,32,95000,Mortgage,16.0,Personal,B,20000,10.65,0,0.21,N,5,Non-Default,No Previous Default
25872,28,95000,Mortgage,5.0,Debtconsolidation,A,23450,7.9,0,0.25,N,5,Non-Default,No Previous Default
25873,31,95000,Mortgage,5.0,Venture,B,18000,11.71,0,0.19,N,9,Non-Default,No Previous Default
25874,32,95000,Mortgage,5.0,Venture,B,4800,10.99,0,0.05,N,8,Non-Default,No Previous Default
25875,31,95000,Mortgage,1.0,Homeimprovement,C,13200,12.99,0,0.14,Y,8,Non-Default,Previous Default
25876,30,96000,Rent,4.0,Personal,C,12900,14.79,0,0.13,N,9,Non-Default,No Previous Default
25877,30,95000,Mortgage,6.0,Homeimprovement,B,21000,11.99,0,0.22,N,5,Non-Default,No Previous Default
25878,35,50000,Rent,16.0,Medical,B,13000,10.25,0,0.26,N,8,Non-Default,No Previous Default
25879,30,95000,Mortgage,0.0,Personal,D,6000,15.99,0,0.06,Y,7,Non-Default,Previous Default
25880,27,95000,Mortgage,9.0,Homeimprovement,B,25000,10.99,0,0.26,N,5,Non-Default,No Previous Default
25881,31,50400,Rent,9.0,Venture,B,13000,10.99,0,0.26,N,9,Non-Default,No Previous Default
25882,30,44500,Rent,2.0,Medical,E,13000,16.32,1,0.29,N,6,Default,No Previous Default
25883,31,46000,Rent,1.0,Venture,D,13000,14.59,1,0.28,N,9,Default,No Previous Default
25884,30,95000,Mortgage,6.0,Personal,A,4000,5.99,0,0.04,N,9,Non-Default,No Previous Default
25885,30,95000,Mortgage,4.0,Medical,B,5600,11.63,0,0.06,N,5,Non-Default,No Previous Default
25886,34,52809,Rent,18.0,Venture,B,13000,10.62,0,0.25,N,9,Non-Default,No Previous Default
25887,30,95000,Mortgage,14.0,Venture,A,5000,6.99,0,0.05,N,10,Non-Default,No Previous Default
25888,28,55000,Rent,10.0,Education,B,13000,10.99,0,0.24,N,8,Non-Default,No Previous Default
25889,27,55000,Rent,11.0,Debtconsolidation,B,13000,8.88,0,0.24,N,6,Non-Default,No Previous Default
25890,33,95000,Mortgage,17.0,Medical,A,3600,8.49,0,0.04,N,10,Non-Default,No Previous Default
25891,27,95000,Mortgage,6.0,Personal,C,15000,12.68,0,0.16,N,9,Non-Default,No Previous Default
25892,32,33600,Own,0.0,Education,D,8000,16.02,0,0.24,N,7,Non-Default,No Previous Default
25893,28,95000,Mortgage,0.0,Medical,C,11000,13.06,0,0.12,Y,9,Non-Default,Previous Default
25894,28,95000,Mortgage,12.0,Education,B,35000,9.63,0,0.37,N,5,Non-Default,No Previous Default
25895,32,95000,Mortgage,9.0,Personal,A,8500,5.79,0,0.09,N,6,Non-Default,No Previous Default
25896,33,95000,Mortgage,4.0,Homeimprovement,A,11200,7.29,0,0.12,N,8,Non-Default,No Previous Default
25897,27,57996,Rent,8.0,Debtconsolidation,C,13000,13.92,0,0.22,Y,7,Non-Default,Previous Default
25898,27,58000,Rent,3.0,Venture,B,13000,11.58,0,0.22,N,7,Non-Default,No Previous Default
25899,31,70550,Mortgage,9.0,Medical,F,18000,19.74,1,0.22,Y,10,Default,Previous Default
25900,27,33600,Own,1.0,Personal,B,21250,8.88,0,0.63,N,6,Non-Default,No Previous Default
25901,33,95000,Mortgage,17.0,Medical,A,12000,7.29,0,0.13,N,6,Non-Default,No Previous Default
25902,29,59000,Rent,6.0,Education,B,13000,11.49,0,0.22,N,10,Non-Default,No Previous Default
25903,28,54000,Rent,2.0,Education,C,13000,15.23,1,0.24,N,9,Default,No Previous Default
25904,32,95000,Mortgage,3.0,Personal,B,18000,11.11,0,0.19,N,8,Non-Default,No Previous Default
25905,33,95000,Mortgage,4.0,Venture,A,8000,5.79,0,0.08,N,10,Non-Default,No Previous Default
25906,35,61211,Rent,13.0,Homeimprovement,A,13000,6.54,0,0.21,N,9,Non-Default,No Previous Default
25907,29,95000,Mortgage,4.0,Debtconsolidation,C,2400,13.72,0,0.03,N,9,Non-Default,No Previous Default
25908,32,95000,Mortgage,12.0,Education,A,9000,5.42,0,0.09,N,7,Non-Default,No Previous Default
25909,28,62496,Rent,1.0,Debtconsolidation,B,13000,10.37,0,0.21,N,8,Non-Default,No Previous Default
25910,32,64000,Rent,1.0,Education,B,13000,10.99,0,0.2,N,9,Non-Default,No Previous Default
25911,27,64000,Rent,2.0,Homeimprovement,C,13000,13.11,0,0.2,N,10,Non-Default,No Previous Default
25912,28,95000,Own,4.0,Homeimprovement,B,25000,9.62,0,0.26,N,8,Non-Default,No Previous Default
